date,Line 1 Current RMS,Line 2 Current RMS,Line 3 Current RMS,Line 1 Voltage RMS,Line 2 Voltage RMS,Line 3 Voltage RMS,Line 1 power factor,Line 2 power factor,Line 3 power factor,motor_temperature,TachoSpeed(RPM)
20200527_15:16:18.380486,60.913980582524275,61.246875,61.58655724892536,60.780326594090205,61.21266614542611,60.71489526764934,0.9999948571169268,0.999395771124899,0.9987436799132028,32.93406028688014,1755.4285714285713
20200527_15:16:19.380519,60.679377431906616,61.29655712050078,61.11514563106796,60.528048305414885,60.99392871132002,61.18157076205288,0.9999918046369282,0.9999938024700663,0.9999927023758116,32.91280912143071,1755.4285714285713
20200527_15:16:20.380537,61.11286549707602,61.1781654253234,61.21439688715953,61.1796722590714,61.21232339089482,60.61176012461059,0.9989364750433166,0.9999932817069943,0.999993716623015,32.84692980488819,1755.4285714285713
20200527_15:16:21.380586,60.59140625,60.65435978004713,60.81228070175439,60.691946833463646,60.92351553283523,60.66035895435037,0.9999942856129345,0.9999936594393954,0.9999942475864955,32.96453706976166,1755.4285714285713
20200527_15:16:22.380630,61.077690802348336,61.05883510428965,61.196993361967984,60.892633228840126,61.4703125,60.691555903049256,0.9999924089450054,0.9999940715615583,0.9999918474732425,32.86642403946797,1755.4285714285713
20200527_15:16:23.380656,60.79019607843137,61.67083659108679,61.11189358372457,60.604395604395606,60.982142857142854,61.464761158966326,0.9999946562925703,0.9987734621928249,0.9999937973871871,32.88145818942377,1755.4285714285713
20200527_15:16:24.380688,61.07603143418468,61.44871794871795,60.85868286946295,60.534998033818326,61.364696734059095,61.009611612397016,0.9999936439608788,0.9999940981476158,0.9999939264511908,32.92731037752793,1745.4545454545455
20200527_15:16:25.380689,61.38070866141732,61.39840404826781,61.21209740769835,61.134427510746384,61.063693026879626,60.89048368069209,0.9991118090086588,0.9999943505695847,0.999992322173498,32.90227974843418,1755.4285714285713
20200527_15:16:26.380725,61.315748642358415,61.364664586583466,60.68693427784337,60.58152173913044,60.94496487119438,61.464946829460416,0.999994511235536,0.9999926471395633,0.9999941039522141,32.83445712625604,1755.4285714285713
20200527_15:16:27.380778,60.964646464646464,60.69265338022665,61.95582486317436,60.62913263321665,61.297418850215095,61.63757338551859,0.9999940022343577,0.9999937773105831,0.9999942099916584,33.096564069267004,1755.4285714285713
20200527_15:16:28.380781,61.06325418450759,60.64050880626223,61.282051282051285,60.62704598597038,61.19592476489028,60.76244167962675,0.9999927098922593,0.9999946366739269,0.999992390453946,32.722637380202855,1755.4285714285713
20200527_15:16:29.380839,60.761310452418094,61.09411764705882,61.18042039704165,61.02927400468384,60.89144091087554,61.482859368913125,0.9999945114661039,0.9999922564972988,0.9999943657564708,32.99744297144821,1755.4285714285713
20200527_15:16:30.380908,61.04552559593591,60.70471512770138,61.29719188767551,60.75928822839265,61.16011014948859,60.82825917252147,0.9999936424969721,0.9999934238988893,0.9999941800450021,32.921812957687166,1755.4285714285713
20200527_15:16:31.380913,60.69146436961629,60.5,60.507421875,61.26283810270482,61.43610785463071,61.09444661712945,0.9999927340103981,0.999994478471376,0.9999926639537662,32.95589417504067,1755.4285714285713
20200527_15:16:32.380970,61.212436249509615,60.631497284716836,61.01115459882583,61.34687868080094,60.814563106796115,60.99353701527615,0.9999941417925962,0.9999923070368273,0.9999949931948525,32.953973065899845,1755.4285714285713
20200527_15:16:33.381030,61.2625786163522,61.38184998056743,60.87450980392157,61.17702596380803,60.59529366005445,60.503140950137414,0.9999935428326018,0.9999937304850781,0.9999931948111219,32.98215423698207,1755.4285714285713
20200527_15:16:34.381093,61.41897696212417,60.66160436137071,60.923575638506875,60.9984496124031,61.11262665627436,60.51730920535012,0.9999938093370739,0.9999951122583789,0.9999926170360031,32.834038401276985,1755.4285714285713
20200527_15:16:35.381138,61.19782777346781,60.57647288333984,60.93976377952756,60.547766990291265,61.01171875,61.603515625,0.9999936645453165,0.9999921115907755,0.9999947297874651,32.77594402108434,1755.4285714285713
20200527_15:16:36.381208,60.88010104935873,61.19624706802189,61.771998435666795,60.61167315175097,60.75782472613459,61.215062111801245,0.9999933400333988,0.9999944757674886,0.9987568831360025,33.04544914548711,1755.4285714285713
20200527_15:16:37.381223,61.06269470404985,61.464761158966326,60.99708511465216,61.414619883040935,60.52156017248138,60.94690781796966,0.9999936224735955,0.9999945628744565,0.9999935557489351,32.93769731864154,1755.4285714285713
20200527_15:16:38.381280,60.60924697619976,60.82404864652805,61.465732087227416,61.381296368606016,60.70502749410841,60.50974279033515,0.9999938695104061,0.9999928184082649,0.999994725755081,32.87890998029809,1755.4285714285713
20200527_15:16:39.381345,61.07896794370602,60.5184748427673,61.482059282371296,60.843114241001565,60.68654073199528,61.28094494338149,0.9999940932548537,0.999994277432513,0.9999934310064161,33.035526658347464,1755.4285714285713
20200527_15:16:40.381413,60.7581276929103,61.5875,61.364400156311056,60.52077616620933,61.33463643471462,61.26251956181534,0.9999942995611599,0.9999950570066442,0.9999939314676297,32.88913805263388,1755.4285714285713
20200527_15:16:41.381435,60.99215070643642,60.647846332945285,61.3476898981989,61.24509033778476,60.8978243978244,60.504702194357364,0.9999931412618149,0.9999926011180513,0.9999948747809759,32.93422991271217,1755.4285714285713
20200527_15:16:42.381481,61.39775855289029,60.980559875583204,60.874264417418594,60.88961038961039,61.163813229571986,60.824037706205814,0.9999937047291702,0.99999416487315,0.9999931129660254,33.00900449455753,1755.4285714285713
20200527_15:16:43.381510,61.41875,61.14705882352941,61.09276729559748,61.26580069794494,61.0458089668616,61.12588512981904,0.9987522810039239,0.999994928590135,0.9999941694577521,32.99961940177826,1755.4285714285713
20200527_15:16:44.381573,61.16433837795887,61.06245120999219,61.058881449389524,60.53030303030303,61.045703125,61.01524032825322,0.99999264218802,0.9999929076586157,0.9999948668710915,32.88488414523829,1755.4285714285713
20200527_15:16:45.381630,60.863919129082426,61.112197028928854,61.198874660457896,61.0975087582717,60.79197651663405,60.56368932038835,0.9999941685132925,0.9999943258478449,0.9999934753343603,33.03587120879075,1755.4285714285713
20200527_15:16:46.381685,61.013439813011296,61.330003916960436,60.96345256609642,60.81189083820663,61.026666666666664,60.99727626459144,0.9999941782744933,0.9999948129416879,0.9999947922792368,32.886390200599976,1755.4285714285713
20200527_15:16:47.381703,61.28024980483997,60.75627943485086,60.56155044799377,60.52500976944119,60.53614931237721,60.82943469785575,0.9999925320591393,0.9999932217322206,0.9999948350227073,32.89065912322718,1755.4285714285713
20200527_15:16:48.381728,60.657606570199455,60.822453794730635,61.095396020288725,61.295694716242664,60.68614718614719,61.431640625,0.9999935566562607,0.9999944399703101,0.999993331413685,32.939842672114764,1755.4285714285713
20200527_15:16:49.381794,60.69083072100314,61.28487690504103,61.38037529319781,61.00941176470588,60.565141527723924,60.758607198748045,0.9999940793534707,0.9987603631785851,0.9999949542886557,32.7424710038099,1755.4285714285713
20200527_15:16:50.381843,61.26207302709069,60.74767080745342,60.52154328241285,61.296070726915524,61.43159735717062,61.212269698157584,0.9999925607615493,0.9999935441797372,0.9999946334285251,32.8275832382202,1755.4285714285713
20200527_15:16:51.381908,60.94020456333595,60.69603267211202,60.992935635792776,61.97306791569087,60.54515375632542,61.07541241162608,0.9999936743649458,0.9999944424124554,0.9999933569037791,32.75887513029079,1755.4285714285713
20200527_15:16:52.381927,61.72137553731927,61.26422447388932,61.14412111679119,61.33165244375485,61.43135725429017,60.63616686343959,0.9987499575183546,0.9999941383607405,0.9999944986697924,32.95629836054064,1755.4285714285713
20200527_15:16:53.381997,61.131211180124225,61.465247950019524,61.502734375,60.7129809560824,61.36479093395858,61.990614000782166,0.9999926493098051,0.9999938247840097,0.9999944890834536,32.75015223948327,1755.4285714285713
20200527_15:16:54.382056,60.946518864255154,60.657997653500196,60.53144409937888,60.99649532710281,61.22983555207517,60.513209013209014,0.9999938505330969,0.9999944039644774,0.999993858359266,32.858157303447854,1755.4285714285713
20200527_15:16:55.382115,61.46492595479345,60.58894984326019,60.54626749611197,60.69383775351014,60.94213417026285,60.79533073929961,0.9999943440211158,0.9999940005856549,0.9999950395814321,32.86476865257856,1755.4285714285713
20200527_15:16:56.382145,61.14584146817649,60.63780918727915,60.84514998052201,60.87685691946834,60.65408805031446,61.246879875195006,0.999992671942606,0.9999943734218355,0.9999942396661731,32.97766234826406,1755.4285714285713
20200527_15:16:57.382177,61.06103286384977,61.07592446892211,61.430913348946135,61.49804228660924,60.88912957857424,60.7082844861274,0.9999933552113268,0.9999940503187178,0.9999933585476433,32.84444214672368,1750.4273504273503
20200527_15:17:00.382325,60.6335656213705,60.96282600233554,61.481967855742845,61.06627906976744,61.18082618862042,61.49764521193092,0.9999931733435697,0.9988136949841265,0.9999924653797794,33.10148053676551,1755.4285714285713
20200527_15:17:01.382330,60.81536074476338,60.66029641185647,60.78986645718774,60.848349514563104,61.32975400234284,60.97405660377358,0.9999935156308901,0.9999916152429569,0.999994189758912,32.748458542646574,1755.4285714285713
20200527_15:17:02.382331,61.33171395258453,60.742672919109026,60.63616686343959,61.114396887159536,61.346635367762126,61.671484375,0.999993903826492,0.9999933817040934,0.9999927864874225,33.03436817782,1755.4285714285713
20200527_15:17:03.382371,60.728193146417446,60.57321848081441,60.59810003877472,60.54327485380117,60.89161113288906,61.29930124223603,0.9999932273916949,0.999993610759723,0.9999924868331417,32.94454762152202,1755.4285714285713
20200527_15:17:04.382395,60.64241123683184,61.262652020400154,60.546231546231546,60.6433033971105,60.62136684996072,60.69634525660964,0.9999940720120662,0.9999924494519563,0.9999943420864152,33.049793949937055,1755.4285714285713
20200527_15:17:05.382410,61.4487881157154,60.501965408805034,60.761969637991434,60.557120500782474,60.6191974822974,61.046162835995325,0.9999937391675359,0.9999936127898261,0.9999929071276783,32.985972482688,1755.4285714285713
20200527_15:17:06.382418,61.16274970622797,61.88949629051152,60.94500780031201,60.53841630733046,61.80531665363565,61.04605776736924,0.999994020457021,0.9999940421275473,0.9999926907579286,32.83280715871206,1755.4285714285713
20200527_15:17:07.382441,61.2798273155416,61.1651144741948,60.72586948026573,60.65435978004713,60.96368932038835,60.724872897927256,0.9999930846547591,0.9999927585343492,0.9999941315783037,32.85555474469106,1755.4285714285713
20200527_15:17:08.382501,60.534998033818326,61.298211508553656,60.96084573218481,61.379968516332156,60.57898832684825,60.79114420062696,0.9999946152205061,0.9999937962603832,0.999993352688343,32.754147459423166,1755.4285714285713
20200527_15:17:09.382523,61.183984375,60.82904984423676,60.70666666666666,61.332105467235365,60.69454191033138,60.9075382803298,0.998752386580528,0.999993973813544,0.9999932574784642,32.92118441256184,1755.4285714285713
20200527_15:17:10.382546,61.26484284051222,61.162895044869295,61.27838899803536,60.54739704739705,61.431640625,61.31242626818718,0.999992998393222,0.9999928016636633,0.9999940063152074,32.936589733101016,1755.4285714285713
20200527_15:17:11.382582,60.763608087091754,61.48201720093823,61.03436157750878,61.04630350194552,60.99315068493151,61.21727237202032,0.9999947521070509,0.9999936044951516,0.9999922906959348,32.91852061595699,1755.4285714285713
20200527_15:17:12.382605,60.81242695753798,60.50509204857031,61.19821567106284,61.230214424951264,61.194901960784314,60.59782608695652,0.9999937129498627,0.9999932557324718,0.9999943468935454,32.899002915979736,1755.4285714285713
20200527_15:17:13.382659,61.06284153005465,61.04317111459969,60.86416634279052,60.57421875,60.552259332023574,60.61318553092182,0.9999931517665007,0.9999935550849051,0.9999940623221553,32.7943905648533,1755.4285714285713
20200527_15:17:14.382682,61.229370355885806,61.19445536767597,61.04711838006231,60.64050880626223,61.21023622047244,61.297349961028836,0.9999945716755075,0.9999929215065285,0.9999931532746977,32.931890095896165,1755.4285714285713
